Source,Target,Label,Publication_name
74/7655,84/1905,134049,"Solving Partial Differential Equation Based on Bernstein Neural Network and Extreme Learning Machine Algorithm."
74/7655,251/7679,134049,"Solving Partial Differential Equation Based on Bernstein Neural Network and Extreme Learning Machine Algorithm."
74/7655,58/2012,134049,"Solving Partial Differential Equation Based on Bernstein Neural Network and Extreme Learning Machine Algorithm."
14/756,18/216,134049,"Solving Partial Differential Equation Based on Bernstein Neural Network and Extreme Learning Machine Algorithm."
14/756,84/1905,134049,"Solving Partial Differential Equation Based on Bernstein Neural Network and Extreme Learning Machine Algorithm."
14/756,251/7679,134049,"Solving Partial Differential Equation Based on Bernstein Neural Network and Extreme Learning Machine Algorithm."
14/756,58/2012,134049,"Solving Partial Differential Equation Based on Bernstein Neural Network and Extreme Learning Machine Algorithm."
18/216,84/1905,134049,"Solving Partial Differential Equation Based on Bernstein Neural Network and Extreme Learning Machine Algorithm."
18/216,251/7679,134049,"Solving Partial Differential Equation Based on Bernstein Neural Network and Extreme Learning Machine Algorithm."
18/216,58/2012,134049,"Solving Partial Differential Equation Based on Bernstein Neural Network and Extreme Learning Machine Algorithm."
84/1905,251/7679,134049,"Solving Partial Differential Equation Based on Bernstein Neural Network and Extreme Learning Machine Algorithm."
84/1905,58/2012,134049,"Solving Partial Differential Equation Based on Bernstein Neural Network and Extreme Learning Machine Algorithm."
251/7679,58/2012,134049,"Solving Partial Differential Equation Based on Bernstein Neural Network and Extreme Learning Machine Algorithm."
78/4864,20/2197,134051,"Finite-Time Stability and Synchronization of the Coupled Switched Neural Networks with Nodes of Different Dimensions."
78/4864,56/5650,134051,"Finite-Time Stability and Synchronization of the Coupled Switched Neural Networks with Nodes of Different Dimensions."
20/2197,56/5650,134051,"Finite-Time Stability and Synchronization of the Coupled Switched Neural Networks with Nodes of Different Dimensions."
126/2513,214/9198,134054,"New Results on Robust Finite-Time Passivity for Fractional-Order Neural Networks with Uncertainties."
126/2513,251/7821,134054,"New Results on Robust Finite-Time Passivity for Fractional-Order Neural Networks with Uncertainties."
214/9198,251/7821,134054,"New Results on Robust Finite-Time Passivity for Fractional-Order Neural Networks with Uncertainties."
215/6174,122/0554,134058,"Adaptive Learning Based on Tracking and ReIdentifying Objects Using Convolutional Neural Network."
07/4221,09/5978,134063,"Global Mittag-Leffler Boundedness for Fractional-Order Complex-Valued Cohen-Grossberg Neural Networks."
07/4221,09/5978,134064,"α-Exponential Stability of Impulsive Fractional-Order Complex-Valued Neural Networks with Time Delays."
07/4221,09/5978,134065,"Impulsive Stabilization and Synchronization of Fractional-Order Complex-Valued Neural Networks."
05/3420,75/6825,134073,"Stability and Synchronization Analysis of Discrete-Time Delayed Neural Networks with Discontinuous Activations."
05/3420,142/3959,134073,"Stability and Synchronization Analysis of Discrete-Time Delayed Neural Networks with Discontinuous Activations."
05/3420,63/7026-5,134073,"Stability and Synchronization Analysis of Discrete-Time Delayed Neural Networks with Discontinuous Activations."
75/6825,142/3959,134073,"Stability and Synchronization Analysis of Discrete-Time Delayed Neural Networks with Discontinuous Activations."
75/6825,63/7026-5,134073,"Stability and Synchronization Analysis of Discrete-Time Delayed Neural Networks with Discontinuous Activations."
142/3959,63/7026-5,134073,"Stability and Synchronization Analysis of Discrete-Time Delayed Neural Networks with Discontinuous Activations."
33/4679,254/8358,134078,"Application of Mind Evolutionary Algorithm and Artificial Neural Networks for Prediction of Profile and Flatness in Hot Strip Rolling Process."
33/4679,254/8385,134078,"Application of Mind Evolutionary Algorithm and Artificial Neural Networks for Prediction of Profile and Flatness in Hot Strip Rolling Process."
33/4679,54/5330,134078,"Application of Mind Evolutionary Algorithm and Artificial Neural Networks for Prediction of Profile and Flatness in Hot Strip Rolling Process."
33/4679,167/9865,134078,"Application of Mind Evolutionary Algorithm and Artificial Neural Networks for Prediction of Profile and Flatness in Hot Strip Rolling Process."
254/8358,254/8385,134078,"Application of Mind Evolutionary Algorithm and Artificial Neural Networks for Prediction of Profile and Flatness in Hot Strip Rolling Process."
254/8358,54/5330,134078,"Application of Mind Evolutionary Algorithm and Artificial Neural Networks for Prediction of Profile and Flatness in Hot Strip Rolling Process."
254/8358,167/9865,134078,"Application of Mind Evolutionary Algorithm and Artificial Neural Networks for Prediction of Profile and Flatness in Hot Strip Rolling Process."
254/8385,54/5330,134078,"Application of Mind Evolutionary Algorithm and Artificial Neural Networks for Prediction of Profile and Flatness in Hot Strip Rolling Process."
254/8385,167/9865,134078,"Application of Mind Evolutionary Algorithm and Artificial Neural Networks for Prediction of Profile and Flatness in Hot Strip Rolling Process."
54/5330,167/9865,134078,"Application of Mind Evolutionary Algorithm and Artificial Neural Networks for Prediction of Profile and Flatness in Hot Strip Rolling Process."
195/6950,42/5814,134079,"Stability of Inertial Neural Network with Time-Varying Delays Via Sampled-Data Control."
39/2866,68/1298,134087,"Pinning Adaptive and Exponential Synchronization of Fractional-Order Uncertain Complex Neural Networks with Time-Varying Delays."
216/9211,216/9211,134092,"Exponential Stability of Positive Shunting Inhibitory Cellular Neural Networks with Multi-proportional Delays."
222/2425,222/2297,134094,"Finite-Time Synchronization of Memristive Neural Networks with Proportional Delay."
222/2425,27/1490,134094,"Finite-Time Synchronization of Memristive Neural Networks with Proportional Delay."
222/2297,27/1490,134094,"Finite-Time Synchronization of Memristive Neural Networks with Proportional Delay."
09/8442,02/8867,134095,"On Finite-Time Stability for Fractional-Order Neural Networks with Proportional Delays."
09/8442,25/8442,134096,"Bifurcation Analysis for Simplified Five-Neuron Bidirectional Associative Memory Neural Networks with Four Delays."
09/8442,02/8867,134096,"Bifurcation Analysis for Simplified Five-Neuron Bidirectional Associative Memory Neural Networks with Four Delays."
09/8442,12/1208,134096,"Bifurcation Analysis for Simplified Five-Neuron Bidirectional Associative Memory Neural Networks with Four Delays."
25/8442,02/8867,134096,"Bifurcation Analysis for Simplified Five-Neuron Bidirectional Associative Memory Neural Networks with Four Delays."
25/8442,12/1208,134096,"Bifurcation Analysis for Simplified Five-Neuron Bidirectional Associative Memory Neural Networks with Four Delays."
02/8867,12/1208,134096,"Bifurcation Analysis for Simplified Five-Neuron Bidirectional Associative Memory Neural Networks with Four Delays."
164/4447,05/3499,134098,"Daily Urban Water Demand Forecasting Based on Chaotic Theory and Continuous Deep Belief Neural Network."
164/4447,65/8511,134098,"Daily Urban Water Demand Forecasting Based on Chaotic Theory and Continuous Deep Belief Neural Network."
164/4447,135/7092,134098,"Daily Urban Water Demand Forecasting Based on Chaotic Theory and Continuous Deep Belief Neural Network."
05/3499,65/8511,134098,"Daily Urban Water Demand Forecasting Based on Chaotic Theory and Continuous Deep Belief Neural Network."
05/3499,135/7092,134098,"Daily Urban Water Demand Forecasting Based on Chaotic Theory and Continuous Deep Belief Neural Network."
65/8511,135/7092,134098,"Daily Urban Water Demand Forecasting Based on Chaotic Theory and Continuous Deep Belief Neural Network."
251/7882,84/11029,134102,"Adaptive State Estimation of Stochastic Delayed Neural Networks with Fractional Brownian Motion."
251/7882,76/10627,134102,"Adaptive State Estimation of Stochastic Delayed Neural Networks with Fractional Brownian Motion."
251/7882,44/7344,134102,"Adaptive State Estimation of Stochastic Delayed Neural Networks with Fractional Brownian Motion."
251/7882,54/3817-2,134102,"Adaptive State Estimation of Stochastic Delayed Neural Networks with Fractional Brownian Motion."
84/11029,76/10627,134102,"Adaptive State Estimation of Stochastic Delayed Neural Networks with Fractional Brownian Motion."
84/11029,44/7344,134102,"Adaptive State Estimation of Stochastic Delayed Neural Networks with Fractional Brownian Motion."
84/11029,54/3817-2,134102,"Adaptive State Estimation of Stochastic Delayed Neural Networks with Fractional Brownian Motion."
76/10627,44/7344,134102,"Adaptive State Estimation of Stochastic Delayed Neural Networks with Fractional Brownian Motion."
76/10627,54/3817-2,134102,"Adaptive State Estimation of Stochastic Delayed Neural Networks with Fractional Brownian Motion."
44/7344,54/3817-2,134102,"Adaptive State Estimation of Stochastic Delayed Neural Networks with Fractional Brownian Motion."
36/4658,36/4658,134103,"Exponential Stability of Positive Recurrent Neural Networks with Multi-proportional Delays."
09/3925,94/6828,134105,"Periodic Solution for ∇ -Stochastic High-Order Hopfield Neural Networks with Time Delays on Time Scales."
09/3925,79/8906,134105,"Periodic Solution for ∇ -Stochastic High-Order Hopfield Neural Networks with Time Delays on Time Scales."
94/6828,79/8906,134105,"Periodic Solution for ∇ -Stochastic High-Order Hopfield Neural Networks with Time Delays on Time Scales."
21/2326,12/3780,134108,"Invariant and Attracting Sets of Complex-Valued Neural Networks with Both Time-Varying and Infinite Distributed Delays."
84/4664,242/7326,134110,"Weighted Pseudo Almost Periodic Solutions for Cellular Neural Networks with Multi-proportional Delays."
213/9929,15/3115,134115,"Global Mittag-Leffler Synchronization for Fractional-Order BAM Neural Networks with Impulses and Multiple Variable Delays via Delayed-Feedback Control Strategy."
213/9929,72/4420-2,134115,"Global Mittag-Leffler Synchronization for Fractional-Order BAM Neural Networks with Impulses and Multiple Variable Delays via Delayed-Feedback Control Strategy."
213/9929,77/2845,134115,"Global Mittag-Leffler Synchronization for Fractional-Order BAM Neural Networks with Impulses and Multiple Variable Delays via Delayed-Feedback Control Strategy."
15/3115,72/4420-2,134115,"Global Mittag-Leffler Synchronization for Fractional-Order BAM Neural Networks with Impulses and Multiple Variable Delays via Delayed-Feedback Control Strategy."
15/3115,77/2845,134115,"Global Mittag-Leffler Synchronization for Fractional-Order BAM Neural Networks with Impulses and Multiple Variable Delays via Delayed-Feedback Control Strategy."
72/4420-2,77/2845,134115,"Global Mittag-Leffler Synchronization for Fractional-Order BAM Neural Networks with Impulses and Multiple Variable Delays via Delayed-Feedback Control Strategy."
85/7840,37/1340,134117,"Pinning Synchronization of Nonlinear and Delayed Coupled Neural Networks with Multi-weights via Aperiodically Intermittent Control."
85/7840,18/3178,134117,"Pinning Synchronization of Nonlinear and Delayed Coupled Neural Networks with Multi-weights via Aperiodically Intermittent Control."
85/7840,54/1474-4,134117,"Pinning Synchronization of Nonlinear and Delayed Coupled Neural Networks with Multi-weights via Aperiodically Intermittent Control."
85/7840,51/4138-2,134117,"Pinning Synchronization of Nonlinear and Delayed Coupled Neural Networks with Multi-weights via Aperiodically Intermittent Control."
85/7840,97/2894,134117,"Pinning Synchronization of Nonlinear and Delayed Coupled Neural Networks with Multi-weights via Aperiodically Intermittent Control."
37/1340,18/3178,134117,"Pinning Synchronization of Nonlinear and Delayed Coupled Neural Networks with Multi-weights via Aperiodically Intermittent Control."
37/1340,54/1474-4,134117,"Pinning Synchronization of Nonlinear and Delayed Coupled Neural Networks with Multi-weights via Aperiodically Intermittent Control."
37/1340,51/4138-2,134117,"Pinning Synchronization of Nonlinear and Delayed Coupled Neural Networks with Multi-weights via Aperiodically Intermittent Control."
37/1340,97/2894,134117,"Pinning Synchronization of Nonlinear and Delayed Coupled Neural Networks with Multi-weights via Aperiodically Intermittent Control."
18/3178,54/1474-4,134117,"Pinning Synchronization of Nonlinear and Delayed Coupled Neural Networks with Multi-weights via Aperiodically Intermittent Control."
18/3178,51/4138-2,134117,"Pinning Synchronization of Nonlinear and Delayed Coupled Neural Networks with Multi-weights via Aperiodically Intermittent Control."
18/3178,97/2894,134117,"Pinning Synchronization of Nonlinear and Delayed Coupled Neural Networks with Multi-weights via Aperiodically Intermittent Control."
